update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,teach_reward_mean,teach_reward_mean_std,teach_intrinr_mean,teach_intrinr_std,difficulty,goal_count,reached_per_mean,goal_entropy,goal_value,goal_policy_loss,goal_value_loss,goal_grad_norm,teacher_return_mean,teacher_return_std,teacher_return_min,teacher_return_max
30,153600,584.3759427,258,0.156613734,0.464682505,0,2.927999973,93.0441447,22.84784021,0,100,1.338226187,0.091695995,-0.011673432,0.013614309,0.077150772,0.048133047,0.181349005,0,0.97299999,-0.126431239,0.515714375,-0.278438597,0.103394862,5,1.050889025,2.585325976,5.876028204,-0.174312782,-0.077405041,0.093252333,0.106071492,-0.118022697,0.529346138,-0.600000024,2.312999964
31,158720,585.6758038,267,0.15312932,0.459300565,0,2.927999973,93.23897497,22.55480904,0,100,1.328841263,0.066222906,0.013774145,0.005548172,0.053350405,0.046784863,0.178967521,0,0.97299999,-0.130696872,0.509341324,-0.278446575,0.103326462,5,1.050655542,2.572506953,5.877356648,-0.210895211,0.035747705,0.040247542,0.077780296,-0.12228547,0.523018751,-0.600000024,2.312999964
32,163840,579.2630628,276,0.154875145,0.460802143,0,2.927999973,93.31765389,22.36137114,0,100,1.425349718,0.07776384,-0.003583318,0.009491847,0.071842317,0.046726481,0.178092477,0,0.97299999,-0.129240042,0.510352405,-0.278126222,0.10414211,5,1.052264808,2.613240418,5.87701025,-0.177658083,-0.078211857,0.117382806,0.084139815,-0.120462845,0.524439119,-0.600000024,2.312999964
33,168960,586.0418606,285,0.155336865,0.461703188,0,2.927999973,93.35973229,22.27222156,0,100,1.331787169,0.070754282,-0.004745613,0.013166986,0.079474406,0.047213608,0.179282295,0,0.97299999,-0.128198747,0.512579896,-0.27787694,0.1046132,5,1.052426102,2.621305075,5.874623108,-0.195614467,-0.040088336,0.099716727,0.095338563,-0.119322934,0.526400515,-0.600000024,2.312999964
34,174080,582.2552328,293,0.160498375,0.470305495,0,2.927999973,93.25189599,22.39183545,0,100,1.338210464,0.070653663,-0.018290221,0.018340588,0.080751578,0.049086132,0.182680761,0,0.97299999,-0.122778902,0.521499105,-0.277970398,0.104358249,5,1.052004334,2.600216685,5.876487136,-0.195961668,-0.048313801,0.11818294,0.06460556,-0.113481593,0.536491109,-0.600000024,2.312999964
35,179200,572.8793281,302,0.17064879,0.485000774,0,2.927999973,92.91587802,22.87938176,0,100,1.20769785,0.092648653,-0.032254793,0.025943159,0.118011689,0.053241851,0.190796954,0,0.97299999,-0.111354813,0.540041173,-0.277830366,0.1046128,5,1.052576236,2.628811777,5.875103831,-0.176385516,-0.114560686,0.146722624,0.13860214,-0.102173513,0.554255036,-0.600000024,2.312999964
36,184320,576.4639707,311,0.174534483,0.490167168,0,2.927999973,92.84127789,22.94118196,0,100,1.15152716,0.081255357,-0.00791574,0.012837632,0.087975646,0.05479361,0.193508265,0,0.97299999,-0.107256519,0.5467786,-0.277856672,0.104495975,5,1.052738337,2.636916836,5.875853372,-0.193966903,-0.072914254,0.140068824,0.099934982,-0.098248997,0.560578789,-0.600000024,2.312999964
37,189440,579.5113108,320,0.1871745,0.508292941,0,2.927999973,93.847,20.74908651,0,100,1.175026554,0.097643476,-0.015161053,0.010815417,0.094257744,0.060177,0.203404112,0,0.97299999,-0.097487761,0.569082493,-0.277750012,0.104572908,5,1.0535,2.658333333,5.87537024,-0.17821295,-0.095225514,0.097317835,0.083483267,-0.088473011,0.582098218,-0.600000024,2.312999964
38,194560,578.2893701,329,0.191031,0.513366151,0,2.927999973,94.2005,19.91452484,3,100,1.134507686,0.087587969,-0.009107723,0.013099909,0.089039485,0.0617455,0.205984503,0,0.97299999,-0.094669261,0.575591954,-0.278250012,0.102261885,5,1.0535,2.608333333,5.874775839,-0.172726658,-0.067093045,0.104590753,0.108782293,-0.085654511,0.588420541,-0.600000024,2.312999964
39,199680,564.6947196,338,0.195866,0.51879657,0,2.927999973,94.054,20.18071069,3,100,1.061463597,0.094972033,0.006751208,0.011280774,0.098573113,0.063264,0.208632122,0,0.97299999,-0.089550761,0.581630124,-0.276750012,0.10672391,6,1.0555,2.758333333,5.87596004,-0.159878276,-0.007225861,0.057661844,0.076897291,-0.080136011,0.594506704,-0.600000024,2.312999964
40,204800,562.2639172,347,0.2033235,0.526976503,0,2.927999973,93.8815,20.42000141,3,100,0.975537068,0.107416586,-0.00660941,0.015289518,0.117071288,0.0651665,0.211149331,0,0.97299999,-0.082484261,0.589099251,-0.275750012,0.108823219,6,1.0585,2.908333333,5.8740417,-0.126731292,-0.053445502,0.088155609,0.111911323,-0.072583511,0.602353262,-0.600000024,2.312999964
41,209920,562.8108943,356,0.2083115,0.531558728,0,2.927999973,93.768,20.57644712,3,100,1.008038026,0.105189369,0.013376251,0.006000527,0.069610108,0.066438,0.212788769,0,0.97299999,-0.077462761,0.594534656,-0.275250012,0.109854417,6,1.06,2.983333333,5.875132728,-0.168202282,0.026524313,0.043713585,0.123962749,-0.067512011,0.607803671,-0.600000024,2.312999964
