update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,teach_return_mean,difficulty,distinct goals per episode,goal_count,dis_goals,reached_per_mean,goal_entropy,goal_value,goal_policy_loss,goal_value_loss,goal_grad_norm
167,855040,370.6687519,2259,1.242908985,0.919505884,0,1.973973036,41.3775,44.86786148,3,100,1.543629235,0.254507225,-0.008031511,0.014296032,0.117268335,0.592552494,0.449805016,0,0.97299999,1.086136635,13,77.51676636,41.3775,32.0745,15.02715849,5.116214609,0.762519921,-0.093463088,2.215323691,5.272402513
168,860160,368.5061406,2273,1.235720895,0.921712624,0,1.973973036,41.6875,44.8907991,3,100,1.470609874,0.273118404,-0.021240904,0.008217109,0.097249439,0.589362494,0.450252585,0,0.97299999,1.081647891,13,77.49325337,41.6875,32.305,14.8988861,5.230145478,0.605838682,-0.401823509,5.873538089,4.090187359
169,865280,370.7262594,2287,1.242783613,0.919961398,0,1.973973036,41.3305,44.83251353,3,100,1.498411763,0.27729097,0.002510651,0.006420388,0.079208202,0.592925494,0.449612801,0,0.97299999,1.089663046,13,77.33151063,41.3305,31.9615,14.98878545,4.967492819,0.898598191,-0.247824799,3.482353085,4.141444335
170,870400,362.4528355,2301,1.259374009,0.914936956,0,1.973973036,40.526,44.60696497,3,100,1.501565832,0.286564428,-0.016389932,0.011646665,0.106921906,0.601015994,0.447314141,0,0.97299999,1.100963652,13,77.11592558,40.526,31.252,15.08582475,5.010551023,0.806300986,-0.3337813,2.847567752,4.195494036
171,875520,370.6806397,2315,1.256113758,0.916395819,0,1.973973036,40.6435,44.65616875,3,100,1.516015375,0.268227955,0.011362063,0.007560347,0.087413218,0.599758494,0.447876327,0,0.97299999,1.103057773,13,76.91143725,40.6435,31.2595,15.03503964,5.147516084,0.603817695,-0.076772326,1.623073673,1.599923932
172,880640,363.2993332,2329,1.254841512,0.916421303,0,1.973973036,40.723,44.62989212,3,100,1.530192566,0.275427051,0.002742191,0.007042198,0.099236594,0.598992994,0.447670382,0,0.97299999,1.098475938,13,76.94423299,40.723,31.334,14.90024668,5.145750785,0.65338593,-0.11242376,1.367005047,2.606432064
173,885760,366.2929475,2343,1.265407101,0.9127785,0,1.973973036,40.2215,44.42561691,3,100,1.516955525,0.28438703,-0.010110368,0.008068847,0.095452945,0.604056494,0.445687676,0,0.97299999,1.103846157,13,76.69654289,40.2215,30.8485,14.91104979,4.908970833,0.915846881,-0.004639268,0.817809573,2.103631864
174,890880,359.7973606,2357,1.270965036,0.909985644,0,1.973973036,40.0315,44.30974507,3,100,1.515709275,0.282579512,-0.005677492,0.005560399,0.090693587,0.606116494,0.444445293,0,0.97299999,1.103739012,13,76.52098972,40.0315,30.6325,14.77509977,4.953100181,0.892059049,-0.361963236,4.217913181,4.407939372
175,896000,363.0059406,2371,1.275654264,0.907430947,0,1.973973036,39.877,44.1870781,3,100,1.482076359,0.275843494,-0.001886356,0.006592319,0.099547128,0.607806994,0.443182986,0,0.97299999,1.094120936,14,76.50650751,39.877,30.5085,14.65893861,5.159950161,0.593455011,-0.235058255,3.259677923,5.041256756
176,901120,329.4509042,2387,1.28577233,0.904128013,0,1.973973036,39.3645,44.00692718,3,100,1.506520289,0.307499814,-0.004919525,0.009030567,0.102591944,0.612919494,0.441439391,0,0.97299999,1.100739279,14,76.40640679,39.3645,30.077,14.70252838,4.877807665,0.952654377,-0.264394025,3.949490479,4.105908781
177,906240,321.3281068,2402,1.297082207,0.89909134,0,1.973973036,38.9025,43.80288796,3,100,1.501015127,0.3019088,0.001996168,0.008942225,0.099417166,0.617727494,0.439263735,0,0.97299999,1.104642124,14,76.0709466,38.9025,29.5935,14.73125545,4.86989572,0.99261663,-0.231944614,3.555553672,1.955855546
178,911360,363.2144939,2417,1.303696813,0.897249069,0,1.973973036,38.5335,43.70649697,3,100,1.497985691,0.311509869,-0.002407588,0.00887103,0.092274705,0.621348494,0.438338004,0,0.97299999,1.099348554,14,75.90927375,38.5335,29.2505,14.6134208,5.076911902,0.806645277,-0.165894407,3.544761822,5.586251766
179,916480,357.0907341,2431,1.302062184,0.898642443,0,1.973973036,38.5315,43.71097125,3,100,1.512306315,0.311852755,0.004496447,0.006638274,0.082361141,0.621216494,0.438570885,0,0.97299999,1.08696413,14,75.85482008,38.5315,29.228,14.41604198,5.001296449,0.853505424,-0.309172402,3.41541689,6.310392802
180,921600,365.0140238,2445,1.312492318,0.895293611,0,1.973973036,37.983,43.5530448,3,100,1.546176678,0.303021207,0.006299053,0.00597293,0.083232337,0.626652994,0.436998478,0,0.97299999,1.08036101,14,75.560119,37.983,28.7,14.28459325,4.880880904,1.02743654,-0.267086427,2.569593954,3.252299439
181,926720,355.0912382,2459,1.34008942,0.885515569,0,1.973973036,36.565,43.12197555,3,100,1.482098544,0.324613963,-0.005666349,0.010032829,0.112754811,0.640764994,0.43261072,0,0.97299999,1.078816233,14,75.2208396,36.565,27.5045,14.17958364,4.898132563,1.032966986,0.118742673,1.586562666,2.098552286
182,931840,365.4859887,2473,1.346958266,0.884353012,0,1.973973036,36.106,43.06253318,3,100,1.490437675,0.3204634,0.006977438,0.002561225,0.061313738,0.645145994,0.432074831,0,0.97299999,1.064487027,14,75.21187614,36.106,27.156,13.9242864,5.109081125,0.664255363,-0.019492975,1.409949543,2.376956995
183,936960,353.4008301,2488,1.352927436,0.88355848,0,1.973973036,35.685,43.01161209,3,100,1.510762221,0.312482101,0.012604548,0.003132569,0.078571878,0.649134994,0.431648706,0,0.97299999,1.04091219,14,75.06094998,35.685,26.7855,13.59572437,4.957869363,0.917453113,-0.195660519,3.042765731,5.882075302
184,942080,357.7140269,2502,1.376694809,0.873354802,0,1.973991036,34.5095,42.55042784,3,100,1.490510052,0.308939105,-0.001109949,0.00681173,0.080827056,0.660914494,0.426952016,0,0.97299999,1.038414588,14,74.7649198,34.5095,25.801,13.48058982,4.828678513,1.139147443,-0.1452076,2.984744668,4.524684661
185,947200,355.8073425,2517,1.384989227,0.870882073,0,1.973991036,34.0145,42.45280073,3,100,1.488489717,0.296265444,0.004360399,0.002346022,0.060030544,0.665719493,0.425956441,0,0.97299999,1.017786799,14,74.75488395,34.0145,25.4275,13.16941171,5.029645967,0.726011947,-0.098059398,1.50879471,2.788675135
186,952320,354.3618652,2531,1.39647262,0.867056065,0,1.973991036,33.3475,42.29515036,3,100,1.460857421,0.31561866,-0.005658645,0.008943904,0.080512089,0.672222493,0.424349717,0,0.97299999,0.996506425,15,74.80920609,33.3475,24.947,12.82230761,5.124279571,0.626308672,0.049153153,0.199089167,1.068201748
187,957440,359.0429519,2545,1.420874955,0.856483035,0,1.973991036,32.04,41.78039492,3,100,1.476628584,0.302581199,0.000779348,0.003566034,0.085860574,0.685139993,0.41923547,0,0.97299999,0.984859674,15,74.58645443,32.04,23.8975,12.58280721,4.841987514,0.9278198,0.04925932,0.390856245,2.276122905
188,962560,347.3428455,2560,1.443254283,0.845561882,0,1.973991036,30.8955,41.31363673,3,100,1.462540239,0.324526536,-0.006291305,0.00365257,0.055334476,0.696540493,0.414417129,0,0.97299999,0.974273291,15,74.54321827,30.8955,23.0305,12.37128973,4.871564531,0.982419845,-0.11355709,2.689178951,3.320566017
189,967680,360.9765081,2574,1.457401429,0.839771168,0,1.973991036,30.055,41.00670646,3,100,1.455349487,0.329689938,-0.004343287,0.004344307,0.05732968,0.704704993,0.411453463,0,0.97299999,0.955991085,15,74.5716187,30.055,22.4125,12.03651648,5.109273243,0.653303765,-0.02683708,0.53453924,2.448615857
190,972800,350.8616055,2589,1.46711876,0.834942405,0,1.973991036,29.5235,40.75520148,3,100,1.456386846,0.342513017,-0.006454426,0.002804188,0.063829721,0.709938493,0.408988785,0,0.97299999,0.944338651,15,74.79634867,29.5235,22.0825,11.80785934,4.956265497,0.785821998,-0.020302861,0.594353377,1.767045835
191,977920,356.3686319,2603,1.481080506,0.827826426,0,1.973991036,28.766,40.41723944,3,100,1.482513785,0.321249324,0.005783494,0.005283123,0.071027778,0.717405992,0.405603924,0,0.97299999,0.939438871,15,74.72537023,28.766,21.4955,11.76137421,4.850490999,0.879127759,-0.093650525,0.864523935,1.89979877
192,983040,347.5684955,2618,1.489024885,0.82237298,0,1.973991036,28.433,40.22025001,3,100,1.436993939,0.353004411,-0.010462032,0.005245779,0.064807383,0.720852993,0.403443147,0,0.97299999,0.931304253,16,74.79689094,28.433,21.267,11.64357186,5.011977315,0.746157816,0.020820119,0.358796116,2.051338523
193,988160,350.8134651,2633,1.487538461,0.823104792,0,1.973991036,28.537,40.32235895,3,100,1.425531691,0.354159273,-0.005375816,0.007427218,0.066106714,0.719866993,0.40429691,0,0.97299999,0.917746083,16,75.00963661,28.537,21.4055,11.50923202,5.127215171,0.585489717,0.021977513,0.124870381,0.853745015
194,993280,357.0532882,2647,1.502669996,0.814008533,0,1.973991036,27.7725,39.89434476,3,100,1.361713141,0.363273875,-0.006261428,0.008640199,0.07715951,0.727497492,0.399974867,0,0.97299999,0.925875758,16,74.96624359,27.7725,20.82,11.5791008,4.798597455,0.978066009,-0.285213456,3.054294084,3.452550099
195,998400,339.3020478,2662,1.524536169,0.798927947,0,1.973973036,26.748,39.20639611,3,100,1.346019983,0.381744726,-0.018727854,0.012313873,0.111993271,0.737867992,0.392946775,0,0.97299999,0.924810315,16,74.87475699,26.748,20.0275,11.51602997,4.730880642,0.999072528,-0.113475374,0.827540544,2.082571237
196,1003520,352.9852495,2677,1.530894309,0.794041729,0,1.973973036,26.47,38.98145841,3,100,1.331541866,0.396263993,-0.014593929,0.012701323,0.126024912,0.740719992,0.390648554,0,0.97299999,0.92503563,16,74.81488478,26.47,19.8035,11.62663999,5.087855935,0.58625184,0.002743197,0.216392246,0.826834594
197,1008640,351.4087389,2691,1.514153765,0.805277198,0,1.973973036,27.2915,39.49641158,3,100,1.327224362,0.384198995,0.007615676,0.007800453,0.075250212,0.732476492,0.395890598,0,0.97299999,0.912752312,16,75.14061155,27.2915,20.507,11.54233771,4.958898258,0.706882684,-0.133589411,1.168177901,1.955389311
198,1013760,344.3449262,2706,1.535528795,0.790330499,0,1.973973036,26.262,38.7667945,3,100,1.342169893,0.412155454,-0.011784947,0.014105372,0.110517906,0.742841991,0.388570298,0,0.97299999,0.91882782,17,74.86863148,26.262,19.662,11.69216093,4.699677896,1.000733837,-0.091584336,0.695415701,1.618404589
199,1018880,340.7913675,2721,1.542238789,0.784364058,0,1.973973036,26.0065,38.48787417,3,100,1.312927777,0.440167744,-0.019855943,0.010169568,0.105391108,0.745541491,0.38572125,0,0.97299999,0.917889266,17,74.98125469,26.0065,19.5,11.80773582,4.730849838,0.970099011,-0.291886483,2.24129682,1.738066984
200,1024000,346.43142,2736,1.545048642,0.782166893,0,1.973973036,25.8785,38.37861042,3,100,1.288388675,0.449995443,0.002227484,0.010059918,0.106172026,0.746843491,0.384627816,0,0.97299999,0.912179121,17,74.88262457,25.8785,19.3785,11.83433011,4.923779154,0.670315972,-0.23567772,1.090377098,1.634895885
201,1029120,363.1057484,2750,1.557669895,0.7707826,0,1.973973036,25.393,37.87653035,3,100,1.263613892,0.469864978,-0.011323326,0.010239711,0.139478632,0.751962991,0.379423192,0,0.97299999,0.916782521,17,74.86315126,25.393,19.01,11.9082795,4.743624449,0.924580485,-0.26124695,1.515805045,2.005964185
202,1034240,336.1426118,2765,1.574098297,0.757694282,0,1.973991036,24.6065,37.21907653,3,100,1.264405572,0.483284013,0.000420574,0.006006042,0.113358397,0.759891491,0.372871029,0,0.97299999,0.923562535,17,74.27508992,24.6065,18.2765,11.94772279,4.595046067,1.160482454,-0.308940304,3.852060342,3.514703174
203,1039360,351.8780366,2780,1.57794645,0.75534199,0,1.973991036,24.3635,37.04153571,3,100,1.290818197,0.455497564,0.01891,0.009439991,0.090937096,0.762228491,0.371258408,0,0.97299999,0.930549277,17,74.13754181,24.3635,18.0625,12.07828832,4.814332223,0.821926549,-0.249761809,1.535863221,1.069736828
204,1044480,350.4755591,2794,1.558009645,0.771177955,0,1.973991036,25.297,37.73323192,3,100,1.339519519,0.417148431,0.027795864,0.013789175,0.118304979,0.752776991,0.378402325,0,0.97299999,0.932174955,17,73.983081,25.297,18.7155,12.23384751,4.871442509,0.749388321,-0.155556871,1.040977768,0.759647627
205,1049600,350.2903563,2809,1.577840205,0.754032844,0,1.973991036,24.439,36.9425267,3,100,1.308183002,0.473856513,-0.006836792,0.006858564,0.104462403,0.761598991,0.370328469,0,0.97299999,0.950250486,18,73.38066206,24.439,17.9335,12.51755866,4.536426687,1.336541659,-0.306998556,2.398445871,1.478925651
206,1054720,339.2440949,2824,1.57769517,0.753064115,0,1.973991036,24.518,36.93588602,3,100,1.282559258,0.461580539,-0.002617907,0.003336134,0.086410927,0.760937991,0.370143362,0,0.97299999,0.960766861,18,73.30940533,24.518,17.974,12.7066068,4.515160012,1.198062965,-0.439237428,3.714397502,2.906885275
207,1059840,347.0645698,2839,1.585038865,0.746699058,0,1.973991036,24.1915,36.6573298,3,100,1.282100523,0.451439339,0.008556598,0.006993037,0.09039892,0.764276492,0.367263525,0,0.97299999,0.973750707,18,72.8913048,24.1915,17.6335,12.88746991,4.793715262,0.852697554,-0.377640837,2.638274795,2.200428695
208,1064960,339.8681653,2854,1.581384928,0.749849644,0,1.973991036,24.354,36.78223327,3,100,1.334568501,0.446643965,0.008344119,0.00522321,0.083279626,0.762613992,0.368589112,0,0.97299999,0.992474591,18,72.536339,24.354,17.6655,13.17181736,4.524280763,1.170910129,-0.249875376,1.837907103,1.537979378
209,1070080,347.8870762,2869,1.584056427,0.747424683,0,1.973991036,24.242,36.67582904,3,100,1.254597902,0.490566628,-0.01081417,0.004661151,0.090950832,0.763771992,0.367487959,0,0.97299999,1.013778121,18,72.00726013,24.242,17.456,13.6404751,4.552625966,1.177610931,-0.326799046,2.594785002,1.393160426
210,1075200,339.6806054,2884,1.58668219,0.745731775,0,1.973991036,24.0745,36.53213585,3,100,1.233615053,0.491184555,-0.003907234,0.005084364,0.089788295,0.765379492,0.366205784,0,0.97299999,1.041841194,18,71.60896384,24.0745,17.2395,14.107755,4.424762082,1.233727098,-0.380741353,1.78702074,1.460462463
211,1080320,342.6911821,2899,1.587629019,0.745109,0,1.973991036,24.0335,36.54172106,3,100,1.274217963,0.475961621,0.011424565,0.00532553,0.077866348,0.765798491,0.366203605,0,0.97299999,1.071791998,18,71.17773108,24.0335,17.1065,14.79307963,4.653008533,0.985140941,-0.371362786,1.630969638,1.902510725
212,1085440,346.5930959,2913,1.585639467,0.746827315,0,1.974964023,24.1345,36.6484162,3,100,1.319874918,0.448935914,0.016148209,0.004738894,0.059849951,0.764789491,0.367216609,0,0.97299999,1.101809412,18,70.60639334,24.1345,17.0405,15.36524824,4.170786369,1.519285095,-0.629573718,3.93172335,2.279715065
213,1090560,340.2691431,2928,1.588698138,0.742590809,0,1.974964023,24.1025,36.52373193,3,100,1.337983638,0.46652692,0.002005747,0.003856225,0.077535412,0.765327492,0.365734614,0,0.97299999,1.127824039,18,70.14625039,24.1025,16.907,15.89055038,4.176632941,1.551556116,-0.462764822,2.859000951,2.157955108
214,1095680,350.6478287,2943,1.61118038,0.724563593,0,1.974964023,22.95,35.66856459,3,100,1.33827498,0.481427316,-0.001946685,0.004944729,0.086852818,0.776799992,0.357115704,0,0.97299999,1.16405091,18,69.27015251,22.95,15.8975,16.46453453,4.474982715,1.172680169,-0.381326799,1.826386446,1.195658589
215,1100800,346.6107734,2958,1.593305527,0.741468445,0,1.974964023,23.7155,36.39581789,3,100,1.292721003,0.484837499,8.06E-05,0.011320487,0.105770446,0.768910492,0.364672675,0,0.97299999,1.180582264,19,68.89376146,23.7155,16.3385,16.84136337,4.356992459,1.300351167,-0.612264997,4.18914907,1.459483585
216,1105920,347.076052,2973,1.595305625,0.738745987,0,1.974964023,23.6785,36.2725535,3,100,1.29248395,0.486676335,-0.008386788,0.006813882,0.100941069,0.769393491,0.363395884,0,0.97299999,1.212361684,19,68.32147307,23.6785,16.1775,17.29616346,4.005456424,1.743236423,-0.464236474,3.924647605,2.377669116
217,1111040,338.9118487,2988,1.615795382,0.719976139,0,1.974964023,22.748,35.41650034,3,100,1.228292584,0.509701933,-0.005944543,0.003995216,0.077867941,0.778867991,0.354649736,0,0.97299999,1.248400571,19,67.42350976,22.748,15.3375,17.73205317,4.066287434,1.720893496,-0.507929325,2.937822866,1.987847332
218,1116160,335.7551113,3003,1.599821694,0.734364006,0,1.974964023,23.486,36.04463627,3,100,1.261489391,0.495848384,-0.002511644,0.003953319,0.076422486,0.771375992,0.361139186,0,0.97299999,1.265367338,19,67.29753896,23.486,15.8055,17.85594356,4.326443291,1.271954992,-0.347131103,2.097985697,2.196397113
219,1121280,350.0642351,3018,1.601340043,0.733708673,0,1.974964023,23.379,36.01309982,3,100,1.257931197,0.492980632,0.008064977,0.003612614,0.070099714,0.772388992,0.360830196,0,0.97299999,1.296263403,19,66.59609051,23.379,15.5695,18.1480577,4.002467823,1.779213053,-0.566981651,4.397017881,2.05374065
220,1126400,333.9099248,3033,1.617912433,0.719050792,0,1.974964023,22.577,35.29341399,3,100,1.257388824,0.479122995,0.004628648,0.003255967,0.06483827,0.780456991,0.35362253,0,0.97299999,1.328185803,19,65.38291181,22.577,14.7615,18.39905516,3.770670247,2.044549817,-0.680111381,5.516600835,2.254863387
221,1131520,344.4308236,3048,1.620350499,0.717398633,0,1.974964023,22.428,35.20457095,3,100,1.261815995,0.468538582,0.011831974,0.006058629,0.08127582,0.781897992,0.352759198,0,0.97299999,1.350019048,19,64.91439272,22.428,14.559,18.4436936,4.274058676,1.44243491,-0.074577927,0.836390951,1.20622274
222,1136640,344.7489832,3063,1.60502292,0.731951162,0,1.974964023,23.0925,35.80381186,3,100,1.259712088,0.48014006,0.00297329,0.005019791,0.133025727,0.775067492,0.359060808,0,0.97299999,1.356208336,19,64.66601711,23.0925,14.933,18.32315037,4.254746318,1.451854444,-0.328168802,3.026144707,2.060458146
223,1141760,342.7210378,3078,1.622181796,0.716204248,0,1.974964023,22.2865,35.03651549,3,100,1.239628196,0.520049545,-0.004098668,0.002452383,0.076638112,0.783221492,0.351355894,0,0.97299999,1.387224352,19,63.48686425,22.2865,14.149,18.34597694,3.54922682,2.265519798,-0.669505547,6.790505087,2.770554924
224,1146880,334.8925302,3093,1.62572624,0.712568427,0,1.973973036,22.137,34.86819799,3,100,1.212116534,0.530607744,-0.003248165,0.003719023,0.076548337,0.784766992,0.349639287,0,0.97299999,1.405649412,19,63.1905859,22.137,13.9885,18.37495941,3.779021633,2.007581073,-0.640207407,4.79444164,2.844251979
225,1152000,340.7383815,3108,1.613758441,0.722993994,0,1.973973036,22.7335,35.3586125,3,100,1.233138323,0.524474414,0.004171784,0.004498604,0.085934931,0.778798492,0.354598952,0,0.97299999,1.413504234,19,62.97754415,22.7335,14.317,18.16135792,4.119565284,1.508216268,-0.523735226,4.673598778,2.447980449
226,1157120,342.9986179,3123,1.628227058,0.709701751,0,1.973973036,22.043,34.72497878,3,100,1.207866335,0.527617677,-0.003161852,0.003644443,0.074566986,0.785762992,0.348204915,0,0.97299999,1.44506865,20,61.94710339,22.043,13.655,18.22773961,3.698019648,2.066191643,-0.832625845,8.38707962,1.697541889
227,1162240,338.2571156,3138,1.627054067,0.710458579,0,1.973973036,22.1125,34.7448391,3,100,1.225773132,0.530606651,0.002390016,0.004811404,0.068458652,0.785087492,0.348442393,0,0.97299999,1.460225081,20,61.40192199,22.1125,13.5775,18.15475227,3.635385275,2.133630371,-0.474723307,4.389319009,2.838902713
228,1167360,337.4709257,3153,1.629060701,0.708569634,0,1.973973036,22.0115,34.6327788,3,100,1.21244843,0.526771988,0.001732784,0.003698864,0.075687393,0.786096493,0.347367335,0,0.97299999,1.479866293,20,60.70008859,22.0115,13.361,18.07283423,3.700552726,2.093373013,-0.606261672,6.795200133,2.781592065
229,1172480,339.7155868,3168,1.631271776,0.705577031,0,1.973973036,21.951,34.48951433,3,100,1.206689739,0.528590578,0.003173065,0.003337745,0.06111322,0.786790993,0.345916367,0,0.97299999,1.495020164,20,60.04282265,21.951,13.18,18.00168374,4.009677434,1.66200726,-0.307541457,2.485382602,1.73350613
230,1177600,336.257954,3184,1.636048715,0.700784663,0,1.973973036,21.7255,34.22185193,3,100,1.210989785,0.54908348,0.005907032,0.00460012,0.052282415,0.789070493,0.343311048,0,0.97299999,1.509343695,20,59.62348392,21.7255,12.9535,17.93691109,3.394989681,2.442573738,-0.502981919,5.073096335,2.61493994
231,1182720,333.9946942,3199,1.636466607,0.699751815,0,1.973973036,21.74,34.18454914,3,100,1.21848489,0.547229712,0.007216981,0.001898093,0.05472029,0.788989993,0.342896294,0,0.97299999,1.519230586,20,59.32842686,21.74,12.898,17.86806488,3.454180396,2.411449224,-0.604481499,5.550943339,2.593509073
232,1187840,336.4099659,3214,1.65430727,0.682505097,0,1.973973036,20.8575,33.31148741,3,100,1.147399765,0.563492934,-0.007285653,0.005788304,0.063023789,0.797832494,0.334220332,0,0.97299999,1.548182037,20,57.74661393,20.8575,12.0445,17.94546288,3.886914766,1.83747229,-0.47658246,5.957230973,1.912984277
233,1192960,340.8451815,3229,1.642183758,0.695081564,0,1.973973036,21.4105,33.91075036,3,100,1.159701079,0.55189096,0.002362947,0.001410059,0.04744302,0.792205494,0.340275876,0,0.97299999,1.551725173,20,57.81275542,21.4105,12.378,17.89006316,3.643236351,2.14618907,-0.619256,7.197971141,2.88879922
234,1198080,336.1716636,3244,1.643245752,0.694244202,0,1.973973036,21.354,33.88993485,3,100,1.160764432,0.546579731,0.005029462,0.002831442,0.064968928,0.792763994,0.340021233,0,0.97299999,1.562579872,20,57.26561768,21.354,12.2285,17.95153984,3.357273138,2.619881773,-0.590218897,6.105417812,2.07928641
235,1203200,330.8861615,3260,1.657107819,0.680958802,0,1.973973036,20.6685,33.2736774,3,100,1.155791414,0.548099823,0.007405838,0.004133578,0.060757479,0.799633494,0.33376421,0,0.97299999,1.581978504,20,56.35629097,20.6685,11.648,18.05617728,3.578944397,2.341375118,-0.368969902,3.585976571,3.773920757
236,1208320,336.9850311,3275,1.642448688,0.695262745,0,1.973973036,21.3815,33.94684017,3,100,1.169295758,0.536757143,0.003269825,0.003568944,0.062033122,0.792466495,0.340578803,0,0.97299999,1.571637005,20,56.76402497,21.3815,12.137,17.88161596,3.753871584,1.915878773,-0.412876335,6.502333426,4.021488703
237,1213440,342.2758975,3290,1.643271476,0.694241456,0,1.973973036,21.3495,33.88088473,3,100,1.224041402,0.559252392,-0.000171195,0.001279395,0.055026495,0.792804495,0.339949964,0,0.97299999,1.576801897,20,56.53528186,21.3495,12.07,17.75693833,3.448706686,2.495091319,-0.342172616,4.523988056,2.72971248
238,1218560,329.759777,3306,1.659971183,0.677879138,0,1.973973036,20.5325,33.09865471,3,100,1.203087687,0.553867924,0.0016109,0.005865592,0.080326856,0.801007495,0.332065426,0,0.97299999,1.598911157,20,55.62888104,20.5325,11.422,17.91921699,3.277245629,2.785174763,-0.598170477,7.273045027,2.987711016
239,1223680,339.9629244,3321,1.660309193,0.67795933,0,1.973973036,20.4945,33.0968574,3,100,1.208203322,0.552541518,0.005403649,0.002597043,0.047037765,0.801349495,0.332065541,0,0.97299999,1.602893515,20,55.4148674,20.4945,11.357,17.96380935,3.85284394,1.886613417,-0.356256104,5.290905249,1.250705944
240,1228800,335.6919878,3336,1.644920853,0.693391456,0,1.973973036,21.226,33.81212688,3,100,1.177630997,0.565104634,-0.003000283,0.001969499,0.05164695,0.793965995,0.33933469,0,0.97299999,1.59121865,21,56.2541223,21.226,11.9405,17.78392091,3.841020989,1.972460634,-0.095320851,1.363759979,1.515133329
241,1233920,337.7276235,3351,1.656221725,0.681817883,0,1.973973036,20.7035,33.27336153,3,100,1.21804198,0.548322888,0.007581306,0.00355803,0.062123198,0.799268495,0.333860352,0,0.97299999,1.603757466,21,55.40850581,20.7035,11.4715,17.83513067,3.333643043,2.883543766,-0.470061512,6.210744941,2.46414758
242,1239040,332.0665918,3366,1.658090822,0.679803445,0,1.973973036,20.617,33.16558926,3,100,1.200245219,0.553560562,0.004303366,0.004727656,0.074489332,0.800146995,0.332798968,0,0.97299999,1.605477408,21,55.41785905,20.617,11.4255,17.85550406,3.429241991,2.727881765,-0.741738206,9.316879249,2.956267337
243,1244160,337.1620234,3382,1.639878026,0.69790035,0,1.973973036,21.479,33.9918749,3,100,1.240146732,0.530511034,0.018589604,0.005908196,0.066356011,0.791438995,0.341229691,0,0.97299999,1.589482314,21,56.00586619,21.479,12.0295,17.69077895,3.947599542,1.771307117,-0.267904752,3.901514828,1.866431675
244,1249280,343.4852976,3397,1.641707341,0.696062142,0,1.973973036,21.3975,33.91510716,3,100,1.247996593,0.539306469,0.003079342,0.002989163,0.074939677,0.792272494,0.34042528,0,0.97299999,1.59461989,21,55.69809557,21.3975,11.918,17.76859037,3.534651756,2.648376501,-0.155314114,5.079949069,3.727005241
245,1254400,332.8830294,3412,1.644852883,0.693520105,0,1.973973036,21.231,33.83549378,3,100,1.240687609,0.513291112,0.012280138,0.006450588,0.105653213,0.793920994,0.339521309,0,0.97299999,1.599913351,21,55.73689416,21.231,11.8335,17.96601614,3.300084579,2.979478109,-0.99092772,14.50499806,3.605356987
246,1259520,338.5630326,3427,1.655354144,0.683173395,0,1.973973036,20.736,33.39540843,3,100,1.258800846,0.518951809,0.003790457,0.003568273,0.096376346,0.798925994,0.334945188,0,0.97299999,1.6144347,21,55.0853588,20.736,11.4225,18.18552542,3.821855879,2.094036603,-0.172159967,3.527918357,2.034215209
247,1264640,336.147763,3442,1.635937791,0.701992721,0,1.973973036,21.671,34.26211843,3,100,1.230432171,0.523832998,-0.004150381,0.012671304,0.09197709,0.789510994,0.343765768,0,0.97299999,1.598856484,21,55.88113147,21.671,12.11,18.05095658,3.816941917,2.069190556,-0.674185605,11.66200161,2.792286878
248,1269760,341.593324,3457,1.635893457,0.702104521,0,1.973973036,21.6755,34.29124086,3,100,1.241311955,0.500349469,-0.008107121,0.00553885,0.10324439,0.789470494,0.343999075,0,0.97299999,1.600643466,21,55.8464626,21.6755,12.105,18.19355378,3.334466076,2.957032549,-0.601495916,9.761647582,2.249989929
249,1274880,332.8525054,3473,1.636997453,0.701385374,0,1.973973036,21.614,34.29113594,3,100,1.230707788,0.529260388,0.002526318,0.003425036,0.066437081,0.790073994,0.343915512,0,0.97299999,1.602088517,21,55.73933562,21.614,12.0475,18.29495567,3.34180758,2.880690801,-0.463021231,8.130367017,2.564015601
250,1280000,336.6670942,3488,1.635352478,0.703263849,0,1.973973036,21.6745,34.36854012,3,100,1.235444069,0.556271791,-0.005780359,0.002697811,0.060971947,0.789429494,0.344731029,0,0.97299999,1.601709146,21,55.93208609,21.6745,12.123,18.34564373,3.866735315,2.062004292,-0.151658895,3.101050559,2.406620876
251,1285120,345.4466397,3503,1.637160211,0.701329908,0,1.973973036,21.596,34.26683213,3,100,1.245808429,0.526748514,0.005870548,0.006206412,0.097566964,0.790235994,0.343726497,0,0.97299999,1.602745905,21,55.94323023,21.596,12.0815,18.35208194,3.516195631,2.850627697,-0.530766489,6.890864873,2.648023073
252,1290240,340.0457985,3518,1.634947108,0.703291761,0,1.973973036,21.719,34.39719522,3,100,1.258842295,0.513840894,0.016336743,0.010068498,0.109022662,0.789028994,0.344944455,0,0.97299999,1.597458751,21,56.20654726,21.719,12.2075,18.38610474,3.521745098,2.673407584,-0.657909077,10.15234935,3.404455977
