update,frames,FPS,duration,,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,,return_mean,return_std,return_min,return_max,teach_reward_mean,teach_reward_mean_std,teach_intrinr_mean,teach_intrinr_std,difficulty,goal_count,reached_per_mean,goal_entropy,goal_value,goal_policy_loss,goal_value_loss,goal_grad_norm,teacher_return_mean,teacher_return_std,teacher_return_min,teacher_return_max
375,1920000,196.7105809,10434,,1.479405028,0.835707611,0,3.766000032,29.93,40.76605328,3,100,0.758337292,0.37946205,-0.013037791,0.012872905,0.128876315,,0.70602999,0.409259563,0,0.97299999,1.383054192,0.958192951,-0.294666679,0.054256592,19,1.0225,1.341666667,5.846787453,1.409860253,-0.164096326,0.833099127,0.572540769,1.389980025,0.957254719,-0.600000024,1.97300005
376,1925120,186.5300876,10461,,1.506139028,0.821703798,0,3.766000032,28.649,40.08080337,3,100,0.783845055,0.382772902,0.002859769,0.006470687,0.083685005,,0.71885899,0.402288266,0,0.97299999,1.411081359,0.941743552,-0.295250012,0.051285624,19,1.023,1.35,5.848080158,1.517157793,-0.149372533,0.772890747,0.669820381,1.418559026,0.940725528,-0.600000024,1.97300005
377,1930240,191.4830412,10488,,1.512779028,0.814046574,0,3.766000032,28.226,39.80768675,3,100,0.789760113,0.383165766,0.011240044,0.005980733,0.091287336,,0.72311599,0.399550153,0,0.97299999,1.423077859,0.934773614,-0.295000012,0.052466921,19,1.0215,1.225,5.855713367,1.39161253,-0.065949708,0.897138059,0.254641359,1.429616026,0.933534472,-0.600000024,1.97300005
378,1935360,183.0982518,10516,,1.509172528,0.814220513,0,3.766000032,28.4515,39.86968332,3,100,0.784821737,0.381291847,-0.000402873,0.014751927,0.087469723,,0.72093649,0.400186204,0,0.97299999,1.419698358,0.935398969,-0.294250012,0.055854411,19,1.023,1.25,5.863908768,1.136192322,0.221549109,1.11382401,3.607577243,1.426536525,0.933822517,-0.600000024,1.97300005
379,1940480,198.3339918,10542,,1.510402527,0.814658224,0,3.766000032,28.36,39.74757099,3,100,0.734699446,0.383826568,-0.00084195,0.006170857,0.087306096,,0.72185999,0.399080211,0,0.97299999,1.421159858,0.934231354,-0.294500012,0.054749683,19,1.0225,1.225,5.865336418,1.106929064,0.058360558,1.07466507,5.20295543,1.428410025,0.93232601,-0.600000024,1.97300005
380,1945600,191.7885706,10569,,1.515989027,0.804780999,0,2.97300005,28.0915,39.57493055,3,100,0.728093404,0.344136883,0.008467564,0.011279969,0.117720514,,0.72467649,0.397148427,0,0.97299999,1.431578775,0.927989016,-0.294500012,0.054749683,19,1.021,1.166666667,5.860556126,1.32672596,-0.112710677,0.83332777,1.247874776,1.436876525,0.927148623,-0.600000024,1.97300005
381,1950720,190.757571,10596,,1.514819527,0.804606538,0,2.97300005,28.218,39.62072029,3,100,0.666376916,0.363974206,-0.030265905,0.018772053,0.206619372,,0.72353799,0.397453613,0,0.97299999,1.430631025,0.926729177,-0.293750012,0.060114185,19,1.0215,1.191666667,5.849234581,1.717774034,-0.180688098,0.620004356,1.661091418,1.436588025,0.925372451,-0.600000024,1.97300005
382,1955840,193.9940124,10622,,1.520631527,0.801042874,0,2.97300005,27.9945,39.47710057,3,100,0.635360196,0.406299672,-0.006619888,0.014643114,0.152818944,,0.72584949,0.395896845,0,0.97299999,1.437130775,0.921876021,-0.293500012,0.061118964,19,1.022,1.266666667,5.843523979,1.783995867,0.248806387,1.516316175,5.480218301,1.443149525,0.920308574,-0.600000024,1.97300005
383,1960960,192.8862877,10649,,1.532739527,0.793243675,0,2.97300005,27.3895,39.12975581,3,100,0.613482326,0.42244696,-0.015792869,0.01058545,0.131235044,,0.731894489,0.392360241,0,0.97299999,1.450809108,0.913235853,-0.293666679,0.060908857,19,1.022,1.25,5.847853184,1.471836329,0.307194531,1.40433073,5.438127608,1.456994524,0.91152602,-0.600000024,1.97300005
384,1966080,187.9057355,10676,,1.548821027,0.779646998,0,2.97300005,26.577,38.56488132,3,100,0.653547794,0.435954881,-0.003341061,0.009610446,0.152296917,,0.740106989,0.38660855,0,0.97299999,1.471506775,0.899331881,-0.294000012,0.059091266,19,1.0205,1.191666667,5.853641987,1.019965887,-0.013467019,1.070314288,4.441556181,1.476357025,0.898305789,-0.600000024,1.97300005
385,1971200,195.7799377,10702,,1.548132527,0.778291574,0,2.97300005,26.646,38.58977435,3,100,0.627966505,0.411155963,0.00353977,0.009816576,0.134510666,,0.739485989,0.386776461,0,0.97299999,1.471176275,0.898864147,-0.293750012,0.060114185,19,1.021,1.166666667,5.858572483,0.944830537,0.35261175,1.339283228,5.444448811,1.476086025,0.897666996,-0.600000024,1.97300005
386,1976320,193.7805322,10729,,1.539573528,0.784862094,0,2.97300005,27.172,38.89958118,3,100,0.60447205,0.40373617,-9.47E-05,0.016129746,0.157276844,,0.734201989,0.389996812,0,0.97299999,1.458056859,0.907755025,-0.293916679,0.05753447,19,1.023,1.283333333,5.861022949,1.150181651,0.314490467,1.178033352,2.784648198,1.463052025,0.907239647,-0.600000024,1.97300005
387,1981440,200.8219096,10754,,1.541111528,0.780490655,0,2.97300005,27.2305,38.87816058,3,100,0.64938018,0.452218635,-0.00269831,0.014933494,0.14227026,,0.73372549,0.389707348,0,0.97299999,1.460030609,0.904542412,-0.292666679,0.062597479,19,1.0255,1.408333333,5.856766224,1.483742118,0.218211502,0.953693926,0.837686612,1.464975526,0.903805207,-0.600000024,1.97300005
388,1986560,184.0527549,10782,,1.538928528,0.784486088,0,2.97300005,27.5085,38.9678063,3,100,0.723132804,0.395844482,0.025964918,0.011135436,0.137503562,,0.73112349,0.390470525,0,0.97299999,1.454166359,0.905630527,-0.292416679,0.065495918,19,1.0265,1.508333333,5.851082325,1.722730756,-0.314518273,0.721378326,2.104631736,1.460773526,0.90429145,-0.600000024,1.97300005
389,1991680,211.944588,10806,,1.546725029,0.78221925,0,2.97300005,27.1195,38.77725132,3,100,0.727627972,0.395898677,0.01102647,0.00806632,0.117737895,,0.73497449,0.388506142,0,0.97299999,1.46164986,0.901676792,-0.292916679,0.063616418,19,1.0255,1.558333333,5.854895115,1.608170867,0.094511628,1.275103807,6.923511585,1.468474527,0.900714507,-0.600000024,2.069999933
390,1996800,193.190783,10833,,1.544540029,0.783816359,0,2.97300005,27.1475,38.89233528,3,100,0.745025983,0.406207214,0.006491814,0.005849291,0.085895667,,0.73457249,0.389686898,0,0.97299999,1.460869111,0.90344587,-0.292416679,0.065495918,19,1.0255,1.608333333,5.864325047,1.304695725,0.152338639,1.14167738,1.249057474,1.467122527,0.90249662,-0.600000024,2.069999933
391,2001920,185.6825135,10860,,1.56186303,0.772974395,0,2.97300005,26.18,38.32694353,3,100,0.781969756,0.403064212,0.009173393,0.010483263,0.130065868,,0.74417999,0.383976862,0,0.97299999,1.481985862,0.890298482,-0.293166679,0.060626131,19,1.0235,1.508333333,5.869923592,1.036466956,0.03836906,1.126562119,10.2793483,1.488030028,0.888786175,-0.600000024,2.069999933
392,2007040,188.3031991,10887,,1.557317031,0.776914399,0,2.97300005,26.386,38.60485726,3,100,0.748044267,0.391920108,0.013694605,0.007505054,0.116775994,,0.74197599,0.38675528,0,0.97299999,1.475481862,0.896166663,-0.292916679,0.061620196,19,1.025,1.583333333,5.869297028,1.085683584,0.038020302,1.056501269,9.260441362,1.481326029,0.895223635,-0.600000024,2.069999933
393,2012160,188.2152968,10915,,1.551271032,0.782487162,0,2.97300005,26.6785,38.87841481,3,100,0.768940121,0.3721659,-0.000543005,0.009536954,0.123191866,,0.73894349,0.389537742,0,0.97299999,1.466836363,0.903146652,-0.292916679,0.061620196,19,1.026,1.633333333,5.862895966,1.271069527,-0.015718706,0.874035954,1.675738469,1.472793529,0.902424457,-0.600000024,2.069999933
394,2017280,200.3659824,10940,,1.551450532,0.783915479,0,2.97300005,26.64,38.88927101,3,100,0.754390267,0.37688504,0.005437739,0.00544155,0.092764748,,0.73928999,0.389644141,0,0.97299999,1.46709953,0.903406138,-0.293000012,0.060835845,19,1.025,1.65,5.857648849,1.383561492,0.197397232,1.18415153,2.608862203,1.47294003,0.902533358,-0.600000024,2.069999933
395,2022400,194.0392573,10967,,1.552167033,0.780342965,0,2.963999987,26.57,38.83954299,3,100,0.730723834,0.372760382,-0.008686627,0.00841458,0.111019625,,0.74006999,0.38901011,0,0.97299999,1.471225781,0.901146376,-0.293250012,0.0598284,19,1.023,1.55,5.857207298,1.357183695,-0.146670699,0.9178496,0.62837028,1.475770031,0.900745427,-0.600000024,2.069999933
396,2027520,188.584212,10994,,1.548723533,0.779035598,0,2.963999987,26.758,38.95379874,3,100,0.656823909,0.394235115,-0.011254594,0.010083919,0.146260778,,0.73827799,0.39002064,0,0.97299999,1.470080281,0.900824769,-0.292000012,0.064699304,19,1.0245,1.575,5.84923315,1.495342016,-0.284513921,0.571366072,1.164989476,1.474728031,0.900146975,-0.600000024,2.069999933
397,2032640,191.8135847,11020,,1.540263533,0.786261554,0,2.954999924,27.0845,39.16482299,3,100,0.668780187,0.39257672,-0.010527618,0.010202778,0.130258582,,0.73503949,0.392096496,0,0.97299999,1.46196653,0.907287512,-0.293000012,0.060835845,19,1.0215,1.425,5.844024181,1.65749824,0.101255044,1.180263758,5.442406144,1.46648953,0.906510188,-0.600000024,2.069999933
398,2037760,190.1270707,11047,,1.548957033,0.779347006,0,2.954999924,26.618,38.85094691,3,100,0.671215829,0.43135367,-0.004474841,0.009626772,0.142138579,,0.73968799,0.388990607,0,0.97299999,1.473877031,0.900320968,-0.293250012,0.0598284,19,1.02,1.45,5.852241993,1.533320904,0.000258884,0.892173111,0.896327611,1.476938031,0.900287187,-0.600000024,2.069999933
399,2042880,190.6841136,11074,,1.554154533,0.773906161,0,2.954999924,26.3435,38.65622211,3,100,0.66638855,0.438918217,-0.014055905,0.01908067,0.143897433,,0.74250849,0.386922585,0,0.97299999,1.479916531,0.896509989,-0.294500012,0.052151222,19,1.019,1.25,5.858628273,1.43747139,-0.195318952,0.67154175,1.179436975,1.482608531,0.897375975,-0.600000024,2.483999968
400,2048000,193.4459411,11101,,1.554223533,0.774079995,0,2.954999924,26.495,38.69612351,3,100,0.620498496,0.453277014,-0.006363151,0.011080285,0.137139468,,0.74114499,0.387173682,0,0.97299999,1.477934531,0.895491488,-0.294000012,0.05444263,19,1.0205,1.325,5.858289719,1.448753119,0.057445128,0.89528203,0.298347642,1.481795031,0.895545863,-0.600000024,2.483999968
401,2053120,182.716422,11129,,1.562367033,0.768545124,0,2.97300005,26.0665,38.41637773,3,100,0.655336627,0.453482278,0.019176488,0.011000087,0.092975163,,0.74540149,0.384392144,0,0.97299999,1.486572781,0.889415368,-0.294250012,0.053309826,19,1.0205,1.275,5.858343124,1.443443179,-0.035320807,0.818537772,0.258605053,1.490751531,0.889455578,-0.600000024,2.483999968
402,2058240,193.5985883,11155,,1.563155033,0.769801793,0,2.97300005,26.052,38.34552511,3,100,0.644002971,0.444570147,0.008223075,0.009705145,0.165378109,,0.74553199,0.38382548,0,0.97299999,1.485834781,0.88891313,-0.294000012,0.05444263,19,1.021,1.3,5.858571529,1.413725257,-0.125504315,0.883962512,0.862974085,1.491232031,0.88792535,-0.600000024,2.483999968
403,2063360,192.8844478,11182,,1.564170033,0.766247625,0,2.97300005,26.0295,38.32035529,3,100,0.637506965,0.413595404,0.010765076,0.012305372,0.144283897,,0.74573449,0.383632371,0,0.97299999,1.48790303,0.885995027,-0.292500012,0.060776229,19,1.024,1.4,5.865446091,1.179613948,-0.094850682,1.059010983,0.686572468,1.49353453,0.884729722,-0.600000024,2.483999968
404,2068480,198.8085291,11208,,1.567360533,0.764015731,0,2.97300005,25.866,38.16818104,3,100,0.660613427,0.418306549,0.00463686,0.008455322,0.16908595,,0.74740599,0.382113762,0,0.97299999,1.49257228,0.881652221,-0.291750012,0.063694093,20,1.0245,1.425,5.866021633,1.103804111,-0.29308787,0.96943754,1.738441088,1.49915603,0.879340939,-0.600000024,2.483999968
405,2073600,198.0818455,11233,,1.562352532,0.767842675,0,2.97300005,26.177,38.2562893,3,100,0.648824516,0.440320456,0.007694081,0.013375914,0.135796109,,0.74440699,0.383044793,0,0.97299999,1.48672328,0.884975693,-0.292000012,0.062737549,20,1.024,1.45,5.860039234,1.324107885,-0.194402069,0.746665001,1.21374843,1.49320703,0.882851909,-0.600000024,2.483999968
406,2078720,193.8642074,11260,,1.560783031,0.771912057,0,2.97300005,26.2045,38.23695437,3,100,0.682150015,0.453396937,0.010336348,0.011316195,0.098080394,,0.74405949,0.383056702,0,0.97299999,1.483907029,0.887895766,-0.293000012,0.058745213,20,1.022,1.4,5.853266716,1.544360638,0.277473241,1.03016448,1.35108489,1.490159529,0.885776881,-0.600000024,2.483999968
407,2083840,205.5948267,11285,,1.560179031,0.777279733,0,2.97300005,26.337,38.21786795,3,100,0.708544347,0.438820347,0.002818041,0.00614912,0.105154672,,0.74271699,0.383111129,0,0.97299999,1.477400779,0.890883962,-0.293000012,0.058745213,20,1.024,1.5,5.852451324,1.520323157,0.321185499,0.928621769,0.33894092,1.486267029,0.888137166,-0.600000024,2.483999968
408,2088960,198.9396163,11311,,1.564612531,0.77251735,0,2.97300005,26.1395,38.06189748,3,100,0.670121053,0.447459275,0.00192366,0.006436758,0.102217827,,0.74479449,0.381399594,0,0.97299999,1.482819029,0.885867274,-0.293000012,0.058745213,20,1.0245,1.425,5.84905386,1.572384119,0.317640305,0.918819308,0.476044322,1.492094529,0.88292805,-0.600000024,2.483999968
409,2094080,198.5222463,11336,,1.566991031,0.77104662,0,2.97300005,26.033,37.9978014,3,100,0.650190493,0.448922622,-0.014923627,0.011558605,0.127511554,,0.74580299,0.380840427,0,0.97299999,1.484673529,0.884275925,-0.292250012,0.063756862,20,1.0255,1.525,5.847028732,1.587902188,-0.325625658,0.492201835,0.381016858,1.493953029,0.880671688,-0.600000024,2.322000027
410,2099200,201.569376,11362,,1.567625531,0.772869525,0,2.97300005,25.963,37.94212212,3,100,0.679807058,0.442276499,0.008792282,0.013766805,0.182359458,,0.74643299,0.380423467,0,0.97299999,1.485222279,0.885078983,-0.292500012,0.064759169,20,1.024,1.6,5.8439641,1.532055378,-0.220200613,1.108581901,1.793462552,1.494033029,0.881773086,-0.600000024,2.322000027
411,2104320,200.1365252,11387,,1.568230031,0.770354598,0,2.97300005,25.9785,37.91400846,3,100,0.674465695,0.446885599,0.003340991,0.017808077,0.168047149,,0.74634349,0.380097475,0,0.97299999,1.486601029,0.883591181,-0.292250012,0.065688184,20,1.0245,1.625,5.850109577,1.208632588,-0.452903569,0.919584215,0.458647089,1.494943529,0.880575768,-0.600000024,2.322000027
412,2109440,205.9042047,11412,,1.567088031,0.769738165,0,2.97300005,26.082,37.89743099,3,100,0.726995924,0.461687206,-0.00453853,0.020897002,0.168459879,,0.74541199,0.379914875,0,0.97299999,1.486714529,0.881862603,-0.291250012,0.069270755,20,1.0255,1.675,5.855865955,0.990262568,-0.444625258,1.050174713,2.798029207,1.495712029,0.878467425,-0.600000024,2.457000017
413,2114560,196.5958106,11438,,1.566326031,0.770105023,0,2.97300005,26.1445,37.8684119,3,100,0.745855731,0.437898052,0.013906336,0.014157931,0.143020081,,0.74489949,0.379559485,0,0.97299999,1.485370029,0.883365112,-0.292750012,0.063815652,20,1.023,1.55,5.853004456,1.101830482,-0.306945175,0.966317952,2.055296364,1.493599529,0.881114545,-0.600000024,2.457000017
414,2119680,204.2063974,11463,,1.563270031,0.775856481,0,2.97300005,26.3,37.99771046,3,100,0.769075167,0.416411844,0.026655788,0.010031727,0.12257112,,0.74324999,0.380987177,0,0.97299999,1.478499279,0.889517706,-0.294000012,0.058855756,20,1.0225,1.575,5.847214222,1.39246428,0.025430432,0.980350554,0.957362716,1.486350029,0.888320669,-0.600000024,2.457000017
415,2124800,196.0532503,11490,,1.572061031,0.771113937,0,2.97300005,25.846,37.8097644,3,100,0.783287141,0.408617049,-0.002984901,0.010546867,0.1097281,,0.74763599,0.37913391,0,0.97299999,1.485430279,0.885638443,-0.294250012,0.057809493,20,1.024,1.6,5.843556404,1.534403563,0.142123371,0.881040096,0.934118798,1.493686029,0.884908687,-0.600000024,2.457000017
416,2129920,195.0782839,11516,,1.572173532,0.769695782,0,2.97300005,25.784,37.8290278,3,100,0.746865949,0.423455155,0.001600138,0.008226911,0.119032997,,0.74824399,0.379226532,0,0.97299999,1.48722278,0.884913074,-0.294250012,0.057809493,20,1.0235,1.525,5.846310139,1.444470882,0.260913253,0.918233275,0.625650425,1.49509403,0.884314604,-0.600000024,2.457000017
417,2135040,214.0563719,11540,,1.575668533,0.762520886,0,2.97300005,25.476,37.7081745,3,100,0.741478008,0.411096376,-0.012917807,0.011717153,0.128406177,,0.75121599,0.378023928,0,0.97299999,1.496150447,0.880624205,-0.294083345,0.058271336,20,1.0225,1.458333333,5.846284389,1.475825429,-0.007574088,0.684249461,2.269142138,1.50146603,0.880654735,-0.600000024,2.457000017
418,2140160,206.580238,11565,,1.571532533,0.764738673,0,2.97300005,25.6875,37.92939287,3,100,0.765989855,0.419372739,0.012937741,0.012011266,0.122977108,,0.74901249,0.380266587,0,0.97299999,1.490522864,0.886050871,-0.294166679,0.057680875,20,1.0235,1.491666667,5.841361046,1.548542261,-0.064610191,1.004867315,5.897560298,1.49506253,0.886977997,-0.600000024,2.457000017
419,2145280,201.8026236,11590,,1.567784033,0.768038713,0,2.97300005,25.8125,38.03184644,3,100,0.75914031,0.429136641,-0.01501005,0.016670898,0.142663712,,0.74773749,0.381310705,0,0.97299999,1.487054614,0.88907307,-0.294916679,0.052060262,20,1.0225,1.391666667,5.847112179,1.429227591,-0.165071994,1.040265799,4.14634276,1.491637531,0.889814213,-0.600000024,2.457000017
420,2150400,192.0089383,11617,,1.567220533,0.766805577,0,2.97300005,25.8355,38.06559391,3,100,0.768742967,0.428739786,0.004084293,0.016449486,0.146508679,,0.74753049,0.381572549,0,0.97299999,1.486503864,0.890018364,-0.295666679,0.04574203,20,1.0225,1.291666667,5.854029179,1.218471766,-0.391533226,0.899450362,1.608872978,1.490430531,0.891758054,-0.600000024,2.457000017
421,2155520,188.1255467,11644,,1.562053033,0.772041902,0,2.97300005,26.1115,38.32263127,3,100,0.868351412,0.397159649,0.023628692,0.01074278,0.131554738,,0.74464649,0.384245729,0,0.97299999,1.477209031,0.897139165,-0.295750012,0.044984488,20,1.025,1.35,5.857431889,1.151352525,-0.397626698,0.89534682,4.148223019,1.481596531,0.899408164,-0.600000024,2.457000017
422,2160640,206.6104204,11669,,1.562138533,0.772768842,0,2.97300005,26.0965,38.32611626,3,100,0.811914042,0.40977757,-0.007029505,0.011977558,0.126043913,,0.744831491,0.384190618,0,0.97299999,1.477160281,0.897368483,-0.296250012,0.042161643,20,1.024,1.3,5.853246689,1.268861771,-0.169600964,0.902043045,1.232659498,1.481731531,0.899143871,-0.600000024,1.97300005
423,2165760,209.5728521,11693,,1.560409533,0.774834994,0,2.97300005,26.1855,38.31673381,3,100,0.808279344,0.42473053,0.01019611,0.007636588,0.110281229,,0.743980491,0.384162809,0,0.97299999,1.47592503,0.897520142,-0.296000012,0.043596636,20,1.0235,1.325,5.849938869,1.465505838,-0.05522636,0.942658961,1.263859543,1.480880531,0.898509564,-0.600000024,1.97300005
424,2170880,195.3879315,11719,,1.550320532,0.778641104,0,2.97300005,26.686,38.60869596,3,100,0.829957673,0.410628094,0.014904362,0.011582382,0.115283972,,0.73907599,0.386999168,0,0.97299999,1.46688503,0.90353457,-0.296000012,0.043596636,20,1.023,1.25,5.849554539,1.544597983,-0.14711985,0.760651946,0.469717388,1.47092603,0.905157576,-0.600000024,1.97300005
425,2176000,195.8907427,11745,,1.536637531,0.784733134,0,2.97300005,27.5025,39.05483317,3,100,0.85008958,0.402237473,0.002874139,0.009204009,0.117032838,,0.730977491,0.391525169,0,0.97299999,1.450586779,0.913184705,-0.295000012,0.048904669,20,1.026,1.4,5.854772568,1.431009054,-0.089985609,0.820438385,0.328555252,1.454177529,0.915405925,-0.600000024,1.97300005
426,2181120,202.9938611,11771,,1.53339953,0.786868331,0,2.97300005,27.652,39.03813387,3,100,0.795567828,0.415818639,-0.004301247,0.011243511,0.173530755,,0.729581991,0.391403155,0,0.97299999,1.448277778,0.913872879,-0.295250012,0.047635115,20,1.0245,1.325,5.854599953,1.401191831,-0.012024244,0.720596313,1.451269173,1.452082028,0.915618444,-0.600000024,1.97300005
427,2186240,200.5038495,11796,,1.53450053,0.786120801,0,2.97300005,27.6645,38.97646649,3,100,0.794634071,0.430544345,2.03E-05,0.012669089,0.110118978,,0.729569491,0.390724954,0,0.97299999,1.449506028,0.911235284,-0.294750012,0.050140843,20,1.0255,1.375,5.854072571,1.418639541,0.290588319,1.042137742,1.130290102,1.454069528,0.91231375,-0.600000024,1.97300005
428,2191360,210.4892661,11821,,1.531622029,0.788376789,0,2.97300005,27.869,39.0404257,3,100,0.784996539,0.435889591,-0.006513962,0.010029081,0.114247776,,0.727528991,0.391487249,0,0.97299999,1.44513961,0.912751044,-0.293916679,0.054305655,20,1.0265,1.441666667,5.854672909,1.413228035,0.064327896,0.746750355,1.827899977,1.450629027,0.912984643,-0.600000024,1.97300005
429,2196480,196.3889533,11847,,1.535259028,0.785561372,0,2.97300005,27.7735,38.89019411,3,100,0.771098208,0.44606555,0.002440398,0.005793934,0.093545111,,0.728638491,0.389887043,0,0.97299999,1.449198858,0.908137314,-0.293666679,0.055416604,20,1.027,1.466666667,5.851062775,1.579329967,-0.014105731,0.737737358,0.418690569,1.455338525,0.907793623,-0.600000024,1.97300005
430,2201600,208.2810224,11871,,1.536597026,0.784557506,0,2.97300005,27.714,38.86323718,3,100,0.718855914,0.451349977,-0.002473634,0.004872659,0.087212356,,0.72917399,0.389698666,0,0.97299999,1.450234357,0.907392496,-0.293166679,0.057570971,20,1.0285,1.541666667,5.848791599,1.546689034,-0.041909914,0.759671509,0.462079547,1.456424024,0.907104374,-0.600000024,1.97300005
431,2206720,202.0576188,11897,,1.550812526,0.777371423,0,2.97300005,26.981,38.39206479,3,100,0.7095759,0.441240098,0.005931978,0.003491995,0.080552562,,0.73647099,0.385017385,0,0.97299999,1.464951356,0.89657752,-0.293166679,0.057570971,20,1.0285,1.491666667,5.85509634,1.274577498,0.092378743,0.967350006,0.863202653,1.472821023,0.894887513,-0.600000024,1.97300005
432,2211840,207.910615,11921,,1.557074025,0.774104152,0,2.97300005,26.654,38.18274851,3,100,0.656585044,0.447008125,-0.018000069,0.013894674,0.145837574,,0.73976399,0.382856655,0,0.97299999,1.472050439,0.89127487,-0.293333345,0.057106139,20,1.028,1.483333333,5.854668617,1.224720359,-0.022972994,0.893162429,2.518154355,1.480314023,0.889466802,-0.600000024,1.97300005
433,2216960,207.5811944,11946,,1.570866025,0.764082115,0,2.97300005,25.979,37.82737843,3,100,0.623524138,0.447923407,-0.002203959,0.006543355,0.091676157,,0.74643899,0.379213863,0,0.97299999,1.48603494,0.882369662,-0.293666679,0.055416604,21,1.0295,1.475,5.849610329,1.513349533,-0.26835984,0.467083246,1.82034359,1.493839023,0.881403491,-0.900000036,1.97300005
434,2222080,181.4865637,11974,,1.587901026,0.754350995,0,2.97300005,25.083,37.25412878,3,100,0.545380767,0.457103993,-0.001872041,0.006123249,0.090545972,,0.75535299,0.373412679,0,0.97299999,1.50462819,0.868609874,-0.293916679,0.054305655,21,1.0285,1.425,5.841629982,1.764858246,0.036900688,1.206909895,7.575066498,1.513603024,0.866315172,-0.900000036,1.97300005
435,2227200,198.2734345,12000,,1.595489527,0.749632741,0,2.97300005,24.548,37.04091921,3,100,0.58863717,0.441222978,0.003939203,0.004479329,0.068650462,,0.76051799,0.371266376,0,0.97299999,1.514361191,0.863108021,-0.293916679,0.054305655,21,1.028,1.35,5.845011711,1.754470706,-0.029974958,1.237665296,8.794497855,1.523468024,0.860333678,-0.900000036,1.97300005
436,2232320,191.5646889,12027,,1.602999027,0.745147936,0,2.97300005,24.2485,36.88980547,3,100,0.601104203,0.430401428,-0.000907393,0.012291779,0.147351347,,0.76346349,0.369698699,0,0.97299999,1.521202191,0.85757391,-0.292916679,0.05861687,21,1.03,1.55,5.851167202,1.617569208,-0.169052973,1.219869256,6.820428618,1.531063525,0.854192155,-0.900000036,1.97300005
437,2237440,201.8880686,12052,,1.607498028,0.742940313,0,2.97300005,23.9655,36.78899713,3,100,0.569602707,0.438843602,0.015005658,0.009254478,0.111997942,,0.76626049,0.368524976,0,0.97299999,1.527049442,0.854664156,-0.293666679,0.055416604,21,1.028,1.5,5.860188007,1.332972407,-0.448511273,0.717980146,1.330336741,1.536210525,0.851797186,-0.900000036,1.97300005
438,2242560,199.1379065,12078,,1.611204528,0.743236623,0,2.97300005,23.8275,36.77585816,3,100,0.600813401,0.438988699,-0.001053934,0.012592106,0.116414553,,0.76760249,0.368284797,0,0.97299999,1.527822026,0.854750488,-0.294083345,0.053810302,21,1.0285,1.591666667,5.863151073,1.214790225,-0.193385512,0.824274659,3.380867327,1.537702526,0.852532314,-0.900000036,1.97300005
439,2247680,203.9435865,12103,,1.612776029,0.742448101,0,2.97300005,23.718,36.79689492,3,100,0.567972544,0.438362929,0.006277972,0.007680272,0.120084498,,0.768637991,0.368405451,0,0.97299999,1.529662777,0.854357164,-0.294083345,0.053810302,21,1.0285,1.591666667,5.862042904,1.294239998,0.12543498,0.977421522,0.594129272,1.539388027,0.852066237,-0.900000036,1.97300005
440,2252800,196.9734619,12129,,1.607651029,0.744460448,0,2.97300005,23.9545,37.02390349,3,100,0.622085562,0.412415747,0.010292611,0.003902623,0.080610858,,0.76630949,0.370527103,0,0.97299999,1.526346027,0.857071506,-0.293583345,0.056030188,21,1.0285,1.591666667,5.856894016,1.463416815,0.106242001,0.922857463,0.518243466,1.535459527,0.854837496,-0.900000036,1.97300005
441,2257920,205.981879,12154,,1.608768029,0.740804885,0,2.963999987,23.81,36.95337468,3,100,0.549403518,0.4420973,-0.0123824,0.011918052,0.1081293,,0.76765999,0.369923004,0,0.97299999,1.530616611,0.854970363,-0.293000012,0.058981164,21,1.0285,1.575,5.852828026,1.597614288,-0.039955419,0.680575967,0.396376155,1.538960027,0.852630963,-0.900000036,1.97300005
442,2263040,193.8186802,12180,,1.607844529,0.740241007,0,2.963999987,23.804,36.95464225,3,100,0.5334979,0.4539,-0.00651016,0.012764715,0.125314947,,0.76766399,0.370032884,0,0.97299999,1.53172611,0.854573645,-0.292416679,0.061560663,21,1.028,1.616666667,5.848973274,1.61389637,0.080656625,0.849873245,1.712153266,1.539464027,0.852613911,-0.900000036,2.25
443,2268160,187.4436097,12208,,1.605605528,0.741898761,0,2.97300005,23.904,37.06908124,3,100,0.53869216,0.459567286,0.011651541,0.00699808,0.113153128,,0.76656399,0.371301209,0,0.97299999,1.52851711,0.857463441,-0.291916679,0.063497102,21,1.0295,1.708333333,5.854904652,1.457906723,0.136448696,0.842747331,0.560924325,1.536314026,0.85555595,-0.600000024,2.25
444,2273280,205.5510489,12233,,1.606654528,0.740911566,0,2.97300005,23.8345,36.99747437,3,100,0.580758914,0.444737037,-0.008374212,0.008592658,0.107235559,,0.76723949,0.370656394,0,0.97299999,1.52989511,0.857288166,-0.291916679,0.06543609,21,1.0285,1.708333333,5.858582973,1.365737081,0.123090915,0.851604462,1.59937079,1.536939526,0.85616022,-0.600000024,2.25
445,2278400,191.536528,12259,,1.616234528,0.733249097,0,2.97300005,23.3155,36.59595551,3,100,0.575880596,0.441154057,-0.003331473,0.006847403,0.114288075,,0.77241049,0.366661986,0,0.97299999,1.540828276,0.849383993,-0.292500012,0.064973285,21,1.027,1.616666667,5.855806828,1.531340957,-0.200993329,0.53414923,1.034063231,1.547060526,0.848788629,-0.600000024,2.25
